posicion,nombre,edad,puntos,pais,enlace,id,altura,fecha_nacimiento,peso,lugar_nacimiento,derecha,reves
60,Laslo Djere,28,820,SRB,/es/players/laslo-djere/db63/overview,db63,188cm,1995.06.02,82Kg,"Senta, Serbia",Diestro,Dos Manos
58,Maxime Cressy,26,845,USA,/es/players/maxime-cressy/c0bc/overview,c0bc,201cm,1997.05.08,85Kg,París Francia,Diestro,Dos Manos
57,Roberto Carballés Baena,30,850,ESP,/es/players/roberto-carballés-baena/cf59/overview,cf59,183cm,1993.03.23,77Kg,"Tenerife, España",Diestro,Dos Manos
55,Brandon Nakashima,21,855,USA,/es/players/brandon-nakashima/n0ae/overview,n0ae,188cm,2001.08.03,84Kg,"San Diego CA, EE.UU",Diestro,Dos Manos
54,Mackenzie McDonald,28,855,USA,/es/players/mackenzie-mcdonald/mk66/overview,mk66,178cm,1995.04.16,73Kg,"Berkeley, California",Diestro,Dos Manos
53,Bernabé Zapata Miralles,26,856,ESP,/es/players/bernabé-zapata-miralles/z419/overview,z419,183cm,1997.01.12,79Kg,Valencia España,Diestro,Dos Manos
49,Gregoire Barrere,29,889,FRA,/es/players/gregoire-barrere/bk24/overview,bk24,183cm,1994.02.16,80Kg,Charenton-Le-Pont Francia,Diestro,Dos Manos
47,Emil Ruusuvuori,24,936,FIN,/es/players/emil-ruusuvuori/rh24/overview,rh24,188cm,1999.04.02,79Kg,Helsinki Finlandia,Diestro,Dos Manos
46,Sebastian Baez,22,955,ARG,/es/players/sebastian-baez/b0bi/overview,b0bi,170cm,2000.12.28,70Kg,,Diestro,Dos Manos
44,Botic Van de Zandschulp,27,975,NED,/es/players/botic-van-de-zandschulp/v812/overview,v812,191cm,1995.10.04,85Kg,Wageningen Países Bajos,Diestro,Dos Manos
43,Christopher Eubanks,27,976,USA,/es/players/christopher-eubanks/e865/overview,e865,201cm,1996.05.05,82Kg,"Atlanta, Georgia",Diestro,Una Mano
42,Lorenzo Sonego,28,1015,ITA,/es/players/lorenzo-sonego/su87/overview,su87,191cm,1995.05.11,76Kg,"Turín, Italia",Diestro,Dos Manos
41,Miomir Kecmanovic,23,1020,SRB,/es/players/miomir-kecmanovic/ki95/overview,ki95,183cm,1999.08.31,75Kg,"Belgrado, Serbia",Diestro,Dos Manos
40,Andy Murray,36,1030,GBR,/es/players/andy-murray/mc10/overview,mc10,191cm,1987.05.15,82Kg,Glasgow Escocia,Diestro,Dos Manos
39,Ugo Humbert,25,1042,FRA,/es/players/ugo-humbert/hh26/overview,hh26,188cm,1998.06.26,73Kg,Metz Francia,Zurdo,Dos Manos
38,Matteo Berrettini,27,1082,ITA,/es/players/matteo-berrettini/bk40/overview,bk40,196cm,1996.04.12,95Kg,Roma Italia,Diestro,Dos Manos
37,Jiri Lehecka,21,1083,CZE,/es/players/jiri-lehecka/l0bv/overview,l0bv,185cm,2001.11.08,81Kg,Mlada Boleslav Rep. Checa,Diestro,Dos Manos
36,Ben Shelton,20,1094,USA,/es/players/ben-shelton/s0s1/overview,s0s1,193cm,2002.10.09,88Kg,Atlanta EE.UU.,Zurdo,Dos Manos
35,Adrian Mannarino,35,1112,FRA,/es/players/adrian-mannarino/me82/overview,me82,180cm,1988.06.29,79Kg,"Soizy-sous-Montmorency, Franci",Zurdo,Dos Manos
34,Alejandro Davidovich Fokina,24,1115,ESP,/es/players/alejandro-davidovich-fokina/dh50/overview,dh50,183cm,1999.06.05,80Kg,"Málaga, España",Diestro,Dos Manos
33,Nick Kyrgios,28,1175,AUS,/es/players/nick-kyrgios/ke17/overview,ke17,193cm,1995.04.27,85Kg,Canberra Australia,Diestro,Dos Manos
32,Tomas Martin Etcheverry,23,1201,ARG,/es/players/tomas-martin-etcheverry/ea24/overview,ea24,196cm,1999.07.18,82Kg,La Plata Argentina,Diestro,Dos Manos
31,Tallon Griekspoor,27,1254,NED,/es/players/tallon-griekspoor/gj37/overview,gj37,188cm,1996.07.02,85Kg,Haarlem Países Bajos,Diestro,Dos Manos
30,Daniel Evans,33,1321,GBR,/es/players/daniel-evans/e687/overview,e687,175cm,1990.05.23,75Kg,"Birmingham, Inglaterra",Diestro,Una Mano
29,Denis Shapovalov,24,1335,CAN,/es/players/denis-shapovalov/su55/overview,su55,185cm,1999.04.15,75Kg,Tel Aviv Israel,Zurdo,Una Mano
28,Nicolas Jarry,27,1336,CHI,/es/players/nicolas-jarry/j551/overview,j551,198cm,1995.10.11,90Kg,Santiago Chile,Diestro,Dos Manos
27,Yoshihito Nishioka,27,1351,JPN,/es/players/yoshihito-nishioka/n732/overview,n732,170cm,1995.09.27,64Kg,"Mie, Japón",Zurdo,Dos Manos
10,Frances Tiafoe,25,3085,USA,/es/players/frances-tiafoe/td51/overview,td51,188cm,1998.01.20,86Kg,"Hyattsville, Maryland, EE UU",Diestro,Dos Manos
9,Taylor Fritz,25,3310,USA,/es/players/taylor-fritz/fb98/overview,fb98,196cm,1997.10.28,86Kg,"Rancho Santa Fe, CA EE.UU",Diestro,Dos Manos
8,Jannik Sinner,21,3345,ITA,/es/players/jannik-sinner/s0ag/overview,s0ag,188cm,2001.08.16,76Kg,San Cándido Italia,Diestro,Dos Manos
7,Andrey Rublev,25,4255,RUS,/es/players/andrey-rublev/re44/overview,re44,188cm,1997.10.20,75Kg,Moscú Rusia,Diestro,Dos Manos
6,Holger  Rune,20,4510,DEN,/es/players/holger--rune/r0dg/overview,r0dg,188cm,2003.04.29,77Kg,Gentofte Dinamarca,Diestro,Dos Manos
5,Stefanos Tsitsipas,24,4670,GRE,/es/players/stefanos-tsitsipas/te51/overview,te51,193cm,1998.08.12,90Kg,Atenas Grecia,Diestro,Una Mano
4,Casper Ruud,24,4960,NOR,/es/players/casper-ruud/rh16/overview,rh16,183cm,1998.12.22,77Kg,Oslo Noruega,Diestro,Dos Manos
3,Daniil Medvedev,27,5890,RUS,/es/players/daniil-medvedev/mm58/overview,mm58,198cm,1996.02.11,83Kg,Moscú Rusia,Diestro,Dos Manos
2,Novak Djokovic,36,7595,SRB,/es/players/novak-djokovic/d643/overview,d643,188cm,1987.05.22,77Kg,Belgrado Serbia,Diestro,Dos Manos
893,Mathieu Scaglia,24,18,FRA,/es/players/mathieu-scaglia/s09b/overview,s09b,180cm,1998.11.23,80Kg,,Diestro,Dos Manos
894,Connor Farren,28,18,USA,/es/players/connor-farren/f824/overview,f824,183cm,1994.10.03,77Kg,,Diestro,Dos Manos
